tcgdex_id,name,number,avg1_eur,avg1_usd,updated,run_timestamp,eurusd_rate
ecard3-150,Kabutops,150/144,115,134.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3-150,Charizard GX,150/147,16.5,19.28,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm5-150,Lana,150/156,14.5,16.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy5-151,Primal Groudon EX,151/160,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-151,Palafin ex,151/131,57,66.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw7-151,Terrakion,151/149,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-152,Wellspring Mask Ogerpon ex,152/131,17.92,20.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw7-152,Altaria,152/149,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy5-153,Aggron EX,153/160,17.99,21.02,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-153,Jolteon ex,153/131,115,134.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm5-153,Lusamine,153/156,44,51.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-154,Iron Hands ex,154/131,55,64.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm1-154,Umbreon GX,154/149,13,15.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-155,Espeon ex,155/131,170,198.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-156,Stoutland,156/86,14.97,17.49,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-156,Sylveon ex,156/131,189.95,221.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-156,Arceus & Dialga & Palkia GX,156/236,36.98,43.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh8-157,Gengar VMAX,157/264,19,22.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh9-157,Pikachu V,157/172,19.9,23.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-157,Iron Valiant ex,157/131,38.88,45.43,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-157,Reshiram & Zekrom GX,157/236,44.64,52.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-158,Iron Crown ex,158/131,36,42.06,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-158,Snorlax,158/214,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-158,Sylveon GX,158/145,14.5,16.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-159,Sandy Shocks ex,159/131,28,32.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-159,Celebi & Venusaur GX,159/181,16.97,19.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-160,Pikachu,160/159,27.83,32.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-160,Cornerstone Mask Ogerpon ex,160/131,14.83,17.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-160,Magikarp & Wailord GX,160/181,38,44.40,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-161,Articuno,161/159,15.92,18.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-161,Umbreon ex,161/131,789.5,922.45,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-161,Magikarp & Wailord GX,161/181,38,44.40,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy5-162,Enhanced Hammer,162/160,24.89,29.08,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-162,Roaring Moon ex,162/131,125,146.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-162,Pikachu & Zekrom GX,162/181,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy5-163,Switch,163/160,39.99,46.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-163,Secret Box,163/167,13.42,15.68,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-163,Pecharunt ex,163/131,28.95,33.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-164,Serperior ex,164/86,29.99,35.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-164,Gholdengo ex,164/131,49,57.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-164,Gengar & Mimikyu GX,164/181,199,232.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-165,Whimsicott ex,165/86,22.5,26.29,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-165,Kyurem ex,165/86,54.74,63.96,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-165,Dragapult ex,165/131,55.5,64.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-165,Deerling,165/162,14.74,17.22,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-165,Rare Candy,165/145,19,22.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-165,Gengar & Mimikyu GX,165/181,199,232.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-166,Reshiram ex,166/86,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-166,Zekrom ex,166/86,152.63,178.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-166,Raging Bolt ex,166/131,76.9,89.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-166,Bulbasaur,166/165,43.39,50.70,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-166,Sawsbuck,166/162,20.5,23.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-166,Double Colorless Energy,166/145,17.95,20.97,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm5-166,Crushing Hammer,166/156,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-167,Keldeo ex,167/86,35.5,41.48,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh2-167,Sonia,167/192,14.98,17.50,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-167,N's Reshiram,167/159,16.86,19.70,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-167,Meloetta ex,167/86,29.95,34.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-167,Eevee ex,167/131,119,139.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-167,Ivysaur,167/165,44.43,51.91,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-167,Hydrapple ex,167/142,19,22.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3-167,Fire Energy,167/147,17.84,20.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-167,Grass Energy,167/145,24.96,29.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-168,Jellicent ex,168/86,17,19.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-168,Excadrill ex,168/86,24,28.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-168,Bloodmoon Ursaluna ex,168/131,49,57.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-168,Charmander,168/165,55.99,65.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-168,Galvantula ex,168/142,17.4,20.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3-168,Darkness Energy,168/147,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-168,Lightning Energy,168/145,24.8,28.98,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-169,Hydreigon ex,169/86,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-169,Genesect ex,169/86,25.25,29.50,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-169,Terapagos ex,169/131,36.98,43.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-169,Dachsbun ex,169/142,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3-169,Fairy Energy,169/147,37.25,43.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-169,Latias & Latios GX,169/181,33.5,39.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-169,Lillie's Determination,169/132,15.55,18.17,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-170,Bouffalant ex,170/86,16.58,19.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-170,N's Plan,170/86,38.99,45.56,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-170,Amarys,170/131,22.25,26.00,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-170,Squirtle,170/165,114,133.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-170,Terapagos ex,170/142,55,64.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-170,Latias & Latios GX,170/181,33.5,39.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-171,Hilda,171/86,30.23,35.32,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-171,Victini,171/86,285,332.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-171,Crispin,171/131,34,39.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-171,Wartortle,171/165,39.7,46.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-171,Briar,171/142,14,16.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-171,Eevee & Snorlax GX,171/181,29.49,34.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-172,Victini,172/86,305,356.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-172,Zekrom ex,172/86,415,484.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-172,Drayton,172/131,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-172,Caterpie,172/165,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-172,Lacey,172/142,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm5-172,Lunala GX,172/156,89.9,105.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-173,Reshiram ex,173/86,269.99,315.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-173,Janine's Secret Art,173/131,28.17,32.91,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-173,Pikachu,173/165,50.62,59.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm5-173,Solgaleo GX,173/156,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-174,Kieran,174/131,35.5,41.48,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-175,Lacey,175/131,35.88,41.92,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-175,Psyduck,175/165,25.15,29.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-176,Poliwhirl,176/165,29.49,34.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-176,Arbok,176/162,13,15.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-177,Gastly,177/162,31.3,36.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-177,Mega Venusaur ex,177/132,110.1,128.64,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-178,Metagross,178/162,14.7,17.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-178,Mega Gardevoir ex,178/132,175,204.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-179,Pikachu ex,179/131,38.48,44.96,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-179,Mega Lucario ex,179/132,240,280.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-180,Mega Absol ex,180/132,66,77.11,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-181,Dragonair,181/165,33.87,39.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-181,Mega Latias ex,181/132,54.85,64.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-182,Volcanion ex,182/159,19.81,23.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-182,Venusaur ex,182/165,20.8,24.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-182,Celebi & Venusaur GX,182/181,16.97,19.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-182,Mega Kangaskhan ex,182/132,75,87.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh9-183,Galarian Moltres V,183/172,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-183,Iono's Bellibolt ex,183/159,28.99,33.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-183,Charizard ex,183/165,53.33,62.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-183,Magikarp & Wailord GX,183/181,38,44.40,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-183,Acerola's Mischief,183/132,26,30.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-184,Lillie's Clefairy ex,184/159,103,120.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-184,Blastoise ex,184/165,18.39,21.49,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-184,Pikachu & Zekrom GX,184/181,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-184,Lillie's Determination,184/132,61.83,72.24,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh4-185,Pokémon Center Lady,185/185,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-185,N's Zoroark ex,185/159,55.33,64.65,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-185,Lt. Surge's Bargain,185/132,16.8,19.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-186,Hop's Zacian ex,186/159,54,63.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-186,Ninetales ex,186/165,15.74,18.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-186,Gengar & Mimikyu GX,186/181,199,232.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-186,Wally's Compassion,186/132,21.25,24.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-187,Salamence ex,187/159,46.25,54.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-187,Chansey,187/167,18.83,22.00,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-187,Mega Gardevoir ex,187/132,237.33,277.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh4-188,Pikachu VMAX,188/185,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-188,Eevee,188/167,34.38,40.17,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-188,Mega Lucario ex,188/132,175,204.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv09-189,N's Zoroark ex,189/159,17.45,20.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-190,Ethan's Typhlosion,190/182,24.61,28.75,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-190,Latias & Latios GX,190/181,33.5,39.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh7-191,Dragonite V,191/203,27.85,32.54,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-191,Team Rocket's Houndoom,191/182,13.48,15.75,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-191,Eevee & Snorlax GX,191/181,29.49,34.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh7-192,Dragonite V,192/203,27.85,32.54,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh2-192,Sonia,192/192,14.98,17.50,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-193,Misty's Psyduck,193/182,45.16,52.76,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-193,Mew ex,193/165,23.3,27.22,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-193,Gengar ex,193/162,15.5,18.11,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-194,Misty's Lapras,194/182,22.21,25.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-194,Reshiram & Charizard GX,194/214,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv04.5-196,Pidgey,196/91,13.5,15.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh1-197,Snorlax V,197/202,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-197,Ceruledge,197/191,15.88,18.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-198,Venusaur ex,198/165,80.55,94.11,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-198,Marshadow & Machamp GX,198/214,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03-199,Ninetales,199/197,16.09,18.80,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv04-199,Groudon,199/182,109.98,128.50,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-199,Marshadow & Machamp GX,199/214,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-200,Blastoise ex,200/165,84.49,98.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-200,Greninja & Zoroark GX,200/214,28.5,33.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-201,Alakazam ex,201/165,63.84,74.59,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv04.5-201,Ditto,201/91,13.77,16.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-201,Greninja & Zoroark GX,201/214,28.5,33.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03-202,Cleffa,202/197,15.74,18.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-202,Zapdos ex,202/165,81.7,95.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv04.5-202,Snorlax,202/91,13,15.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh2-203,Sonia,203/192,14.98,17.50,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-203,Team Rocket's Meowth,203/182,19.25,22.49,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03.5-203,Erika's Invitation,203/165,19.13,22.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-203,Iron Leaves ex,203/162,24.94,29.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-203,Latios,203/191,22.7,26.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm8-203,Tyranitar GX,203/214,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-204,Gouging Fire ex,204/162,31.56,36.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-204,Gardevoir & Sylveon GX,204/214,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-205,Walking Wake ex,205/162,32.5,37.97,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-205,Gardevoir & Sylveon GX,205/214,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh1-206,Snorlax VMAX,206/202,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-206,Iron Crown ex,206/162,36.11,42.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-207,Iron Boulder ex,207/162,17.99,21.02,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-208,Raging Bolt ex,208/162,74,86.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03-209,Lechonk,209/197,17.64,20.61,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-209,Ethan's Ho-Oh ex,209/182,22.5,26.29,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-209,Bianca's Devotion,209/162,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-209,Skarmory,209/191,17.49,20.44,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm8-209,Judge,209/214,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-210,Sinistcha ex,210/167,14.87,17.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-210,Venusaur & Snivy GX,210/236,14.19,16.58,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-211,Teal Mask Ogerpon ex,211/167,16.99,19.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-211,Morty's Conviction,211/162,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-212,Salvatore,212/162,21.5,25.12,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-212,Charizard & Braixen GX,212/236,18.63,21.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-213,Wellspring Mask Ogerpon ex,213/167,14.19,16.58,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-213,Team Rocket's Mewtwo ex,213/182,14.22,16.61,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh7-214,Umbreon VMAX,214/203,14.6,17.06,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-214,Greninja ex,214/167,142.85,166.91,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-214,Blastoise & Piplup GX,214/236,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-214,Rowlet & Alolan Exeggutor GX,214/236,14.69,17.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh7-215,Umbreon VMAX,215/203,14.6,17.06,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-215,Blastoise & Piplup GX,215/236,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-215,Rowlet & Alolan Exeggutor GX,215/236,14.69,17.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
